xdatetime_srv,xdatetime_loc,xouttemp,xwinddirec,xwindsp,xsunvol,xsunadd,xinsunvol,xinsunadd,xgndtemp,xgndhum,xwatertemp2,xrain,xhumlack,xsthum,xabhum,xdhum,Xsupplytemp1,Xreturntemp1,xintemp1,xinhum1,xco2,xco2set,xwinvol1_1,xcurivol,x3way1vol,xwinlauto,xcurlauto,x3waylauto,xco2auto,xlightauto,xhunauto,xboauto,xpumpauto,xco2run,xlightrun,xhunrun,xborun,xjuya,xventtemp1,xheattemp1,xasslauto,xass1run,XheatandCool1Auto,XheatandCool1Run,xpumprun1,set_val1,re_val1,ac_val1,set_ec,now_ec,set_ph,now_ph,sunrise,sunset,sunvol,sunadd,water_con,medium_ec,medium_temp,in_temp,in_hum,pi_ec,g1,j30m,jday
2026-03-17 03:39:00,2026-03-17 03:39:00,14.7,56,1.6,0.0,0.0,0.0,0.0,12.7,71.9,45.0,0,8.22,29.02,20.79,12.4,60.0,40.0,18.0,71.7,452,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.46,5.8,5.77,06:30,18:30,0.0,0.0,54.0,2.96,16.0,18.0,71.7,2.36,0.0,0.0,1850.5
2026-03-17 03:40:00,2026-03-17 03:40:00,15.1,349,3.8,0.0,0.0,0.0,0.0,13.0,73.3,45.0,0,7.26,29.05,21.79,13.1,60.0,40.0,18.1,75.0,426,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.46,5.8,5.83,06:30,18:30,0.0,0.0,54.0,2.96,16.1,18.1,75.0,2.36,0.0,0.0,1850.5
2026-03-17 03:41:00,2026-03-17 03:41:00,14.8,227,2.8,0.0,0.0,0.0,0.0,12.8,74.0,45.0,0,8.42,29.03,20.61,12.3,60.0,40.0,18.1,71.0,465,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.47,5.8,5.86,06:30,18:30,0.0,0.0,54.0,2.97,16.1,18.1,71.0,2.37,0.0,0.0,1850.5
2026-03-17 03:42:00,2026-03-17 03:42:00,15.1,153,2.8,0.0,0.0,0.0,0.0,13.2,72.0,45.0,0,7.91,29.04,21.13,12.6,60.0,40.0,18.1,72.8,440,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.53,5.8,5.82,06:30,18:30,0.0,0.0,53.9,3.03,16.1,18.1,72.8,2.43,0.0,0.0,1850.5
2026-03-17 03:43:00,2026-03-17 03:43:00,15.2,225,1.4,0.0,0.0,0.0,0.0,13.3,69.3,45.0,0,7.56,28.97,21.41,12.7,60.0,40.0,17.9,73.9,463,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.48,5.8,5.82,06:30,18:30,0.0,0.0,53.8,2.98,15.9,17.9,73.9,2.38,0.0,0.0,1850.5
2026-03-17 03:44:00,2026-03-17 03:44:00,15.1,335,3.6,0.0,0.0,0.0,0.0,12.9,71.3,45.0,0,8.58,29.1,20.51,12.3,60.0,40.0,18.2,70.5,460,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.57,5.8,5.83,06:30,18:30,0.0,0.0,53.8,3.07,16.2,18.2,70.5,2.47,0.0,0.0,1850.5
2026-03-17 03:45:00,2026-03-17 03:45:00,15.1,151,3.4,0.0,0.0,0.0,0.0,13.0,71.3,45.0,0,7.7,28.99,21.3,12.7,60.0,40.0,18.0,73.5,470,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.47,5.8,5.81,06:30,18:30,0.0,0.0,53.7,2.97,16.0,18.0,73.5,2.37,0.0,0.0,1850.5
2026-03-17 03:46:00,2026-03-17 03:46:00,15.1,94,1.8,0.0,0.0,0.0,0.0,13.2,72.2,45.0,0,7.6,28.98,21.38,12.7,60.0,40.0,18.0,73.8,455,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.59,5.8,5.81,06:30,18:30,0.0,0.0,53.7,3.09,16.0,18.0,73.8,2.49,0.0,0.0,1850.5
2026-03-17 03:47:00,2026-03-17 03:47:00,15.1,95,2.9,0.0,0.0,0.0,0.0,13.1,74.0,45.0,0,7.92,29.09,21.17,12.7,60.0,40.0,18.2,72.8,464,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.62,5.8,5.87,06:30,18:30,0.0,0.0,53.6,3.12,16.2,18.2,72.8,2.52,0.0,0.0,1850.5
2026-03-17 03:48:00,2026-03-17 03:48:00,15.6,86,2.3,0.0,0.0,0.0,0.0,13.5,71.7,45.0,0,7.73,29.06,21.33,12.8,60.0,40.0,18.1,73.4,461,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.47,5.8,5.8,06:30,18:30,0.0,0.0,53.6,2.97,16.1,18.1,73.4,2.37,0.0,0.0,1850.5
2026-03-17 03:49:00,2026-03-17 03:49:00,15.5,183,2.6,0.0,0.0,0.0,0.0,13.3,71.7,45.0,0,7.7,29.17,21.47,13.1,60.0,40.0,18.3,73.6,447,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.49,5.8,5.78,06:30,18:30,0.0,0.0,53.5,2.99,16.3,18.3,73.6,2.39,0.0,0.0,1850.5
2026-03-17 03:50:00,2026-03-17 03:50:00,15.4,244,4.0,0.0,0.0,0.0,0.0,13.3,70.0,45.0,0,7.92,29.23,21.31,13.0,60.0,40.0,18.5,72.9,439,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.44,5.8,5.89,06:30,18:30,0.0,0.0,53.5,2.94,16.5,18.5,72.9,2.34,0.0,0.0,1850.5
2026-03-17 03:51:00,2026-03-17 03:51:00,15.3,79,0.1,0.0,0.0,0.0,0.0,13.2,70.2,45.0,0,7.84,29.1,21.26,12.8,60.0,40.0,18.2,73.1,468,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.5,5.8,5.86,06:30,18:30,0.0,0.0,53.4,3.0,16.2,18.2,73.1,2.4,0.0,0.0,1850.5
2026-03-17 03:52:00,2026-03-17 03:52:00,15.1,295,3.1,0.0,0.0,0.0,0.0,13.2,71.7,45.0,0,7.52,28.84,21.32,12.5,60.0,40.0,17.7,73.9,446,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.59,5.8,5.82,06:30,18:30,0.0,0.0,53.4,3.09,15.7,17.7,73.9,2.49,0.0,0.0,1850.5
2026-03-17 03:53:00,2026-03-17 03:53:00,15.6,52,4.0,0.0,0.0,0.0,0.0,13.6,71.9,45.0,0,7.68,28.99,21.32,12.7,60.0,40.0,18.0,73.5,444,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.46,5.8,5.79,06:30,18:30,0.0,0.0,53.3,2.96,16.0,18.0,73.5,2.36,0.0,0.0,1850.5
2026-03-17 03:54:00,2026-03-17 03:54:00,15.6,254,3.5,0.0,0.0,0.0,0.0,13.8,69.7,45.0,0,7.76,28.84,21.08,12.3,60.0,40.0,17.7,73.1,458,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.41,5.8,5.82,06:30,18:30,0.0,0.0,53.3,2.91,15.7,17.7,73.1,2.31,0.0,0.0,1850.5
2026-03-17 03:55:00,2026-03-17 03:55:00,15.6,333,3.5,0.0,0.0,0.0,0.0,13.7,71.4,45.0,0,7.66,29.15,21.49,13.0,60.0,40.0,18.3,73.7,455,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.54,5.8,5.7,06:30,18:30,0.0,0.0,53.2,3.04,16.3,18.3,73.7,2.44,0.0,0.0,1850.5
2026-03-17 03:56:00,2026-03-17 03:56:00,15.1,177,4.0,0.0,0.0,0.0,0.0,13.1,72.5,45.0,0,7.78,29.04,21.26,12.7,60.0,40.0,18.1,73.2,447,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.56,5.8,5.77,06:30,18:30,0.0,0.0,53.2,3.06,16.1,18.1,73.2,2.46,0.0,0.0,1850.5
2026-03-17 03:57:00,2026-03-17 03:57:00,15.4,312,2.6,0.0,0.0,0.0,0.0,13.4,72.3,45.0,0,7.94,29.08,21.15,12.7,60.0,40.0,18.2,72.7,455,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.45,5.8,5.83,06:30,18:30,0.0,0.0,53.1,2.95,16.2,18.2,72.7,2.35,0.0,0.0,1850.5
2026-03-17 03:58:00,2026-03-17 03:58:00,15.7,229,2.9,0.0,0.0,0.0,0.0,13.5,72.2,45.0,0,7.71,29.05,21.34,12.8,60.0,40.0,18.1,73.4,454,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.5,5.8,5.77,06:30,18:30,0.0,0.0,53.1,3.0,16.1,18.1,73.4,2.4,0.0,0.0,1850.5
2026-03-17 03:59:00,2026-03-17 03:59:00,15.5,288,2.4,0.0,0.0,0.0,0.0,13.5,71.4,45.0,0,7.53,29.1,21.57,13.0,60.0,40.0,18.2,74.1,452,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.49,5.8,5.8,06:30,18:30,0.0,0.0,53.0,2.99,16.2,18.2,74.1,2.39,0.0,0.0,1850.5
2026-03-17 04:00:00,2026-03-17 04:00:00,15.5,78,1.1,0.0,0.0,0.0,0.0,13.4,69.5,45.0,0,8.24,28.98,20.75,12.3,60.0,40.0,18.0,71.6,452,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.44,5.8,5.83,06:30,18:30,0.0,0.0,53.0,2.94,16.0,18.0,71.6,2.34,0.0,0.0,1850.5
2026-03-17 04:01:00,2026-03-17 04:01:00,15.4,196,1.8,0.0,0.0,0.0,0.0,13.4,71.0,45.0,0,8.58,29.13,20.55,12.4,60.0,40.0,18.3,70.6,475,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.55,5.8,5.74,06:30,18:30,0.0,0.0,52.9,3.05,16.3,18.3,70.6,2.45,0.0,0.0,1850.5
2026-03-17 04:02:00,2026-03-17 04:02:00,16.0,138,2.4,0.0,0.0,0.0,0.0,14.0,69.5,45.0,0,7.88,28.86,20.99,12.3,60.0,40.0,17.7,72.7,434,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.52,5.8,5.69,06:30,18:30,0.0,0.0,52.9,3.02,15.7,17.7,72.7,2.42,0.0,0.0,1850.5
2026-03-17 04:03:00,2026-03-17 04:03:00,15.5,320,2.7,0.0,0.0,0.0,0.0,13.5,70.2,45.0,0,7.48,28.78,21.3,12.4,60.0,40.0,17.6,74.0,454,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.45,5.8,5.84,06:30,18:30,0.0,0.0,52.8,2.95,15.6,17.6,74.0,2.35,0.0,0.0,1850.5
2026-03-17 04:04:00,2026-03-17 04:04:00,15.4,244,2.3,0.0,0.0,0.0,0.0,13.6,72.4,45.0,0,8.0,29.07,21.08,12.6,60.0,40.0,18.1,72.5,448,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.58,5.8,5.92,06:30,18:30,0.0,0.0,52.8,3.08,16.1,18.1,72.5,2.48,0.0,0.0,1850.5
2026-03-17 04:05:00,2026-03-17 04:05:00,15.7,302,1.8,0.0,0.0,0.0,0.0,13.7,70.8,45.0,0,7.74,28.93,21.19,12.5,60.0,40.0,17.9,73.3,473,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.48,5.8,5.77,06:30,18:30,0.0,0.0,52.7,2.98,15.9,17.9,73.3,2.38,0.0,0.0,1850.5
2026-03-17 04:06:00,2026-03-17 04:06:00,16.0,41,4.4,0.0,0.0,0.0,0.0,14.0,69.1,45.0,0,7.48,29.07,21.59,13.0,60.0,40.0,18.1,74.3,470,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.46,5.8,5.84,06:30,18:30,0.0,0.0,52.7,2.96,16.1,18.1,74.3,2.36,0.0,0.0,1850.5
2026-03-17 04:07:00,2026-03-17 04:07:00,16.1,182,1.6,0.0,0.0,0.0,0.0,14.1,70.8,45.0,0,7.92,28.98,21.07,12.5,60.0,40.0,18.0,72.7,444,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.44,5.8,5.76,06:30,18:30,0.0,0.0,52.6,2.94,16.0,18.0,72.7,2.34,0.0,0.0,1850.5
2026-03-17 04:08:00,2026-03-17 04:08:00,15.6,135,1.2,0.0,0.0,0.0,0.0,13.7,69.5,45.0,0,7.67,28.87,21.2,12.4,60.0,40.0,17.7,73.4,457,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.47,5.8,5.77,06:30,18:30,0.0,0.0,52.6,2.97,15.7,17.7,73.4,2.37,0.0,0.0,1850.5
2026-03-17 04:09:00,2026-03-17 04:09:00,15.8,292,1.7,0.0,0.0,0.0,0.0,13.8,70.9,45.0,0,7.74,29.04,21.3,12.7,60.0,40.0,18.1,73.3,431,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.46,5.8,5.86,06:30,18:30,0.0,0.0,52.5,2.96,16.1,18.1,73.3,2.36,0.0,0.0,1850.5
2026-03-17 04:10:00,2026-03-17 04:10:00,15.8,109,2.2,0.0,0.0,0.0,0.0,13.8,71.2,45.0,0,8.5,29.09,20.59,12.3,60.0,40.0,18.2,70.8,448,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.46,5.8,5.79,06:30,18:30,0.0,0.0,52.5,2.96,16.2,18.2,70.8,2.36,0.0,0.0,1850.5
2026-03-17 04:11:00,2026-03-17 04:11:00,15.9,336,3.5,0.0,0.0,0.0,0.0,13.7,71.1,45.0,0,7.58,29.03,21.44,12.8,60.0,40.0,18.1,73.9,447,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.52,5.8,5.79,06:30,18:30,0.0,0.0,52.4,3.02,16.1,18.1,73.9,2.42,0.0,0.0,1850.5
2026-03-17 04:12:00,2026-03-17 04:12:00,15.8,180,2.0,0.0,0.0,0.0,0.0,13.9,72.1,45.0,0,7.33,28.96,21.63,12.9,60.0,40.0,17.9,74.7,446,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.46,5.8,5.83,06:30,18:30,0.0,0.0,52.4,2.96,15.9,17.9,74.7,2.36,0.0,0.0,1850.5
2026-03-17 04:13:00,2026-03-17 04:13:00,15.8,233,0.8,0.0,0.0,0.0,0.0,13.8,70.7,45.0,0,7.52,28.9,21.39,12.6,60.0,40.0,17.8,74.0,446,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.55,5.8,5.77,06:30,18:30,0.0,0.0,52.3,3.05,15.8,17.8,74.0,2.45,0.0,0.0,1850.5
2026-03-17 04:14:00,2026-03-17 04:14:00,16.0,36,1.8,0.0,0.0,0.0,0.0,14.1,72.2,45.0,0,7.73,28.99,21.26,12.6,60.0,40.0,18.0,73.3,449,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.49,5.8,5.85,06:30,18:30,0.0,0.0,52.3,2.99,16.0,18.0,73.3,2.39,0.0,0.0,1850.5
2026-03-17 04:15:00,2026-03-17 04:15:00,16.4,205,2.3,0.0,0.0,0.0,0.0,14.4,72.3,45.0,0,8.16,28.84,20.67,12.0,60.0,40.0,17.7,71.7,417,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.47,5.8,5.74,06:30,18:30,0.0,0.0,52.2,2.97,15.7,17.7,71.7,2.37,0.0,0.0,1850.5
2026-03-17 04:16:00,2026-03-17 04:16:00,16.1,289,1.3,0.0,0.0,0.0,0.0,14.1,71.4,45.0,0,7.95,28.94,20.99,12.4,60.0,40.0,17.9,72.5,439,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.49,5.8,5.88,06:30,18:30,0.0,0.0,52.2,2.99,15.9,17.9,72.5,2.39,0.0,0.0,1850.5
2026-03-17 04:17:00,2026-03-17 04:17:00,16.2,356,1.1,0.0,0.0,0.0,0.0,14.2,70.8,45.0,0,7.79,28.98,21.19,12.6,60.0,40.0,18.0,73.1,446,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.58,5.8,5.82,06:30,18:30,0.0,0.0,52.1,3.08,16.0,18.0,73.1,2.48,0.0,0.0,1850.5
2026-03-17 04:18:00,2026-03-17 04:18:00,16.1,264,0.4,0.0,0.0,0.0,0.0,14.2,70.7,45.0,0,8.17,29.19,21.02,12.8,60.0,40.0,18.4,72.0,464,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.49,5.8,5.69,06:30,18:30,0.0,0.0,52.1,2.99,16.4,18.4,72.0,2.39,0.0,0.0,1850.5
2026-03-17 04:19:00,2026-03-17 04:19:00,16.2,138,2.0,0.0,0.0,0.0,0.0,14.2,69.9,45.0,0,7.98,28.9,20.92,12.3,60.0,40.0,17.8,72.4,451,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.5,5.8,5.81,06:30,18:30,0.0,0.0,52.0,3.0,15.8,17.8,72.4,2.4,0.0,0.0,1850.5
2026-03-17 04:20:00,2026-03-17 04:20:00,16.3,5,2.0,0.0,0.0,0.0,0.0,14.2,70.2,45.0,0,8.39,29.18,20.79,12.6,60.0,40.0,18.4,71.3,452,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.58,5.8,5.8,06:30,18:30,0.0,0.0,51.9,3.08,16.4,18.4,71.3,2.48,0.0,0.0,1850.5
2026-03-17 04:21:00,2026-03-17 04:21:00,16.2,223,0.8,0.0,0.0,0.0,0.0,14.1,70.5,45.0,0,7.76,28.98,21.21,12.6,60.0,40.0,18.0,73.2,461,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.48,5.8,5.76,06:30,18:30,0.0,0.0,51.9,2.98,16.0,18.0,73.2,2.38,0.0,0.0,1850.5
2026-03-17 04:22:00,2026-03-17 04:22:00,16.5,20,2.0,0.0,0.0,0.0,0.0,14.5,71.5,45.0,0,7.44,28.95,21.51,12.8,60.0,40.0,17.9,74.3,437,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.51,5.8,5.82,06:30,18:30,0.0,0.0,51.9,3.01,15.9,17.9,74.3,2.41,0.0,0.0,1850.5
2026-03-17 04:23:00,2026-03-17 04:23:00,16.3,212,1.9,0.0,0.0,0.0,0.0,14.3,70.3,45.0,0,7.64,28.76,21.11,12.2,60.0,40.0,17.5,73.4,457,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.56,5.8,5.77,06:30,18:30,0.0,0.0,51.8,3.06,15.5,17.5,73.4,2.46,0.0,0.0,1850.5
2026-03-17 04:24:00,2026-03-17 04:24:00,16.8,276,1.4,0.0,0.0,0.0,0.0,14.9,69.1,45.0,0,8.41,28.9,20.49,12.0,60.0,40.0,17.8,70.9,456,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.42,5.8,5.78,06:30,18:30,0.0,0.0,51.8,2.92,15.8,17.8,70.9,2.32,0.0,0.0,1850.5
2026-03-17 04:25:00,2026-03-17 04:25:00,16.2,252,1.6,0.0,0.0,0.0,0.0,14.2,72.0,45.0,0,8.43,29.15,20.72,12.5,60.0,40.0,18.3,71.1,450,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.51,5.8,5.84,06:30,18:30,0.0,0.0,51.7,3.01,16.3,18.3,71.1,2.41,0.0,0.0,1850.5
2026-03-17 04:26:00,2026-03-17 04:26:00,16.7,114,3.9,0.0,0.0,0.0,0.0,14.6,71.0,45.0,0,7.9,28.99,21.08,12.5,60.0,40.0,18.0,72.7,462,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.5,5.8,5.78,06:30,18:30,0.0,0.0,51.6,3.0,16.0,18.0,72.7,2.4,0.0,0.0,1850.5
2026-03-17 04:27:00,2026-03-17 04:27:00,16.4,187,1.2,0.0,0.0,0.0,0.0,14.3,69.5,45.0,0,7.39,28.95,21.56,12.8,60.0,40.0,17.9,74.5,447,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.49,5.8,5.81,06:30,18:30,0.0,0.0,51.6,2.99,15.9,17.9,74.5,2.39,0.0,0.0,1850.5
2026-03-17 04:28:00,2026-03-17 04:28:00,16.3,108,1.2,0.0,0.0,0.0,0.0,14.3,70.9,45.0,0,8.04,29.14,21.1,12.8,60.0,40.0,18.3,72.4,452,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.43,5.8,5.88,06:30,18:30,0.0,0.0,51.5,2.93,16.3,18.3,72.4,2.33,0.0,0.0,1850.5
2026-03-17 04:29:00,2026-03-17 04:29:00,16.6,230,0.9,0.0,0.0,0.0,0.0,14.7,70.3,45.0,0,7.93,28.96,21.03,12.5,60.0,40.0,17.9,72.6,436,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.48,5.8,5.83,06:30,18:30,0.0,0.0,51.5,2.98,15.9,17.9,72.6,2.38,0.0,0.0,1850.5
2026-03-17 04:30:00,2026-03-17 04:30:00,17.1,346,1.9,0.0,0.0,0.0,0.0,15.1,69.4,45.0,0,7.68,28.86,21.18,12.4,60.0,40.0,17.7,73.4,462,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.46,5.8,5.81,06:30,18:30,0.0,0.0,51.5,2.96,15.7,17.7,73.4,2.36,0.0,0.0,1850.5
2026-03-17 04:31:00,2026-03-17 04:31:00,16.6,52,2.3,0.0,0.0,0.0,0.0,14.6,69.7,45.0,0,8.02,29.11,21.09,12.7,60.0,40.0,18.2,72.4,441,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.55,5.8,5.79,06:30,18:30,0.0,0.0,51.4,3.05,16.2,18.2,72.4,2.45,0.0,0.0,1850.5
2026-03-17 04:32:00,2026-03-17 04:32:00,16.5,99,0.7,0.0,0.0,0.0,0.0,14.6,68.7,45.0,0,8.27,29.11,20.84,12.5,60.0,40.0,18.2,71.6,458,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.49,5.8,5.8,06:30,18:30,0.0,0.0,51.4,2.99,16.2,18.2,71.6,2.39,0.0,0.0,1850.5
2026-03-17 04:33:00,2026-03-17 04:33:00,16.5,211,4.0,0.0,0.0,0.0,0.0,14.5,68.9,45.0,0,8.21,29.04,20.84,12.4,60.0,40.0,18.1,71.7,465,450,0.0,100,100,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,1,0,26.0,18.0,자동,0,자동,0,1,150.0,1000.0,0.0,2.5,2.45,5.8,5.88,06:30,18:30,0.0,0.0,51.3,2.95,16.1,18.1,71.7,2.35,0.0,0.0,1850.5
